subscription_id,account_id,cohort_month,active_month,mrr_amount,arr_amount,plan_tier,subscription_status,cohort_index
S-18356d,A-779e4e,2023-01-01,2024-03-01,3582,42984,Enterprise,Active,14
S-18356d,A-779e4e,2023-01-01,2024-04-01,3582,42984,Enterprise,Active,15
S-18356d,A-779e4e,2023-01-01,2024-05-01,3582,42984,Enterprise,Active,16
S-18356d,A-779e4e,2023-01-01,2024-06-01,3582,42984,Enterprise,Active,17
S-18356d,A-779e4e,2023-01-01,2024-07-01,3582,42984,Enterprise,Active,18
S-18356d,A-779e4e,2023-01-01,2024-08-01,3582,42984,Enterprise,Active,19
S-18356d,A-779e4e,2023-01-01,2024-09-01,3582,42984,Enterprise,Active,20
S-18356d,A-779e4e,2023-01-01,2024-10-01,3582,42984,Enterprise,Active,21
S-18356d,A-779e4e,2023-01-01,2024-11-01,3582,42984,Enterprise,Active,22
S-18356d,A-779e4e,2023-01-01,2024-12-01,3582,42984,Enterprise,Active,23
S-23a6c5,A-dfbd31,2023-12-01,2023-12-01,0,0,Enterprise,Active,0
S-23a6c5,A-dfbd31,2023-12-01,2024-01-01,0,0,Enterprise,Active,1
S-23a6c5,A-dfbd31,2023-12-01,2024-02-01,0,0,Enterprise,Active,2
S-23a6c5,A-dfbd31,2023-12-01,2024-03-01,0,0,Enterprise,Active,3
S-23a6c5,A-dfbd31,2023-12-01,2024-04-01,0,0,Enterprise,Active,4
S-23a6c5,A-dfbd31,2023-12-01,2024-05-01,0,0,Enterprise,Active,5
S-23a6c5,A-dfbd31,2023-12-01,2024-06-01,0,0,Enterprise,Active,6
S-23a6c5,A-dfbd31,2023-12-01,2024-07-01,0,0,Enterprise,Active,7
S-23a6c5,A-dfbd31,2023-12-01,2024-08-01,0,0,Enterprise,Active,8
S-23a6c5,A-dfbd31,2023-12-01,2024-09-01,0,0,Enterprise,Active,9
S-23a6c5,A-dfbd31,2023-12-01,2024-10-01,0,0,Enterprise,Active,10
S-23a6c5,A-dfbd31,2023-12-01,2024-11-01,0,0,Enterprise,Active,11
S-23a6c5,A-dfbd31,2023-12-01,2024-12-01,0,0,Enterprise,Active,12
S-934bd4,A-ccc747,2024-11-01,2024-11-01,304,3648,Basic,Active,0
S-934bd4,A-ccc747,2024-11-01,2024-12-01,304,3648,Basic,Active,1
S-695606,A-0f3e88,2023-12-01,2023-12-01,304,3648,Basic,Active,0
S-695606,A-0f3e88,2023-12-01,2024-01-01,304,3648,Basic,Active,1
S-695606,A-0f3e88,2023-12-01,2024-02-01,304,3648,Basic,Active,2
S-695606,A-0f3e88,2023-12-01,2024-03-01,304,3648,Basic,Active,3
S-695606,A-0f3e88,2023-12-01,2024-04-01,304,3648,Basic,Active,4
S-695606,A-0f3e88,2023-12-01,2024-05-01,304,3648,Basic,Active,5
S-695606,A-0f3e88,2023-12-01,2024-06-01,304,3648,Basic,Active,6
S-695606,A-0f3e88,2023-12-01,2024-07-01,304,3648,Basic,Active,7
S-695606,A-0f3e88,2023-12-01,2024-08-01,304,3648,Basic,Active,8
S-695606,A-0f3e88,2023-12-01,2024-09-01,304,3648,Basic,Active,9
S-695606,A-0f3e88,2023-12-01,2024-10-01,304,3648,Basic,Active,10
S-695606,A-0f3e88,2023-12-01,2024-11-01,304,3648,Basic,Active,11
S-695606,A-0f3e88,2023-12-01,2024-12-01,304,3648,Basic,Active,12
S-c59d50,A-7a0d69,2024-07-01,2024-07-01,0,0,Basic,Active,0
S-c59d50,A-7a0d69,2024-07-01,2024-08-01,0,0,Basic,Active,1
S-c59d50,A-7a0d69,2024-07-01,2024-09-01,0,0,Basic,Active,2
S-c59d50,A-7a0d69,2024-07-01,2024-10-01,0,0,Basic,Active,3
S-c59d50,A-7a0d69,2024-07-01,2024-11-01,0,0,Basic,Active,4
S-c59d50,A-7a0d69,2024-07-01,2024-12-01,0,0,Basic,Active,5
S-009027,A-1b7577,2024-10-01,2024-10-01,1791,21492,Enterprise,Active,0
S-009027,A-1b7577,2024-10-01,2024-11-01,1791,21492,Enterprise,Active,1
S-009027,A-1b7577,2024-10-01,2024-12-01,1791,21492,Enterprise,Active,2
S-f6f97e,A-02cd81,2024-06-01,2024-06-01,2156,25872,Pro,Ended,0
S-f6f97e,A-02cd81,2024-06-01,2024-07-01,2156,25872,Pro,Ended,1
S-f6f97e,A-02cd81,2024-06-01,2024-08-01,2156,25872,Pro,Ended,2
S-8b3e35,A-e693b6,2024-07-01,2024-07-01,0,0,Enterprise,Active,0
S-8b3e35,A-e693b6,2024-07-01,2024-08-01,0,0,Enterprise,Active,1
S-8b3e35,A-e693b6,2024-07-01,2024-09-01,0,0,Enterprise,Active,2
S-8b3e35,A-e693b6,2024-07-01,2024-10-01,0,0,Enterprise,Active,3
S-8b3e35,A-e693b6,2024-07-01,2024-11-01,0,0,Enterprise,Active,4
S-8b3e35,A-e693b6,2024-07-01,2024-12-01,0,0,Enterprise,Active,5
S-d1201a,A-b2af2e,2024-08-01,2024-08-01,882,10584,Pro,Active,0
S-d1201a,A-b2af2e,2024-08-01,2024-09-01,882,10584,Pro,Active,1
S-d1201a,A-b2af2e,2024-08-01,2024-10-01,882,10584,Pro,Active,2
S-d1201a,A-b2af2e,2024-08-01,2024-11-01,882,10584,Pro,Active,3
S-d1201a,A-b2af2e,2024-08-01,2024-12-01,882,10584,Pro,Active,4
S-c7c366,A-9208f0,2023-07-01,2023-07-01,0,0,Enterprise,Active,0
S-c7c366,A-9208f0,2023-07-01,2023-08-01,0,0,Enterprise,Active,1
S-c7c366,A-9208f0,2023-07-01,2023-09-01,0,0,Enterprise,Active,2
S-c7c366,A-9208f0,2023-07-01,2023-10-01,0,0,Enterprise,Active,3
S-c7c366,A-9208f0,2023-07-01,2023-11-01,0,0,Enterprise,Active,4
S-c7c366,A-9208f0,2023-07-01,2023-12-01,0,0,Enterprise,Active,5
S-c7c366,A-9208f0,2023-07-01,2024-01-01,0,0,Enterprise,Active,6
S-c7c366,A-9208f0,2023-07-01,2024-02-01,0,0,Enterprise,Active,7
S-c7c366,A-9208f0,2023-07-01,2024-03-01,0,0,Enterprise,Active,8
S-c7c366,A-9208f0,2023-07-01,2024-04-01,0,0,Enterprise,Active,9
S-c7c366,A-9208f0,2023-07-01,2024-05-01,0,0,Enterprise,Active,10
S-c7c366,A-9208f0,2023-07-01,2024-06-01,0,0,Enterprise,Active,11
S-c7c366,A-9208f0,2023-07-01,2024-07-01,0,0,Enterprise,Active,12
S-c7c366,A-9208f0,2023-07-01,2024-08-01,0,0,Enterprise,Active,13
S-c7c366,A-9208f0,2023-07-01,2024-09-01,0,0,Enterprise,Active,14
S-c7c366,A-9208f0,2023-07-01,2024-10-01,0,0,Enterprise,Active,15
S-c7c366,A-9208f0,2023-07-01,2024-11-01,0,0,Enterprise,Active,16
S-c7c366,A-9208f0,2023-07-01,2024-12-01,0,0,Enterprise,Active,17
S-c1d6cf,A-dcc2f0,2024-01-01,2024-01-01,3184,38208,Enterprise,Active,0
S-c1d6cf,A-dcc2f0,2024-01-01,2024-02-01,3184,38208,Enterprise,Active,1
S-c1d6cf,A-dcc2f0,2024-01-01,2024-03-01,3184,38208,Enterprise,Active,2
S-c1d6cf,A-dcc2f0,2024-01-01,2024-04-01,3184,38208,Enterprise,Active,3
S-c1d6cf,A-dcc2f0,2024-01-01,2024-05-01,3184,38208,Enterprise,Active,4
S-c1d6cf,A-dcc2f0,2024-01-01,2024-06-01,3184,38208,Enterprise,Active,5
S-c1d6cf,A-dcc2f0,2024-01-01,2024-07-01,3184,38208,Enterprise,Active,6
S-c1d6cf,A-dcc2f0,2024-01-01,2024-08-01,3184,38208,Enterprise,Active,7
S-c1d6cf,A-dcc2f0,2024-01-01,2024-09-01,3184,38208,Enterprise,Active,8
S-c1d6cf,A-dcc2f0,2024-01-01,2024-10-01,3184,38208,Enterprise,Active,9
S-c1d6cf,A-dcc2f0,2024-01-01,2024-11-01,3184,38208,Enterprise,Active,10
S-c1d6cf,A-dcc2f0,2024-01-01,2024-12-01,3184,38208,Enterprise,Active,11
S-ba672b,A-1b9609,2024-05-01,2024-05-01,196,2352,Pro,Active,0
S-ba672b,A-1b9609,2024-05-01,2024-06-01,196,2352,Pro,Active,1
S-ba672b,A-1b9609,2024-05-01,2024-07-01,196,2352,Pro,Active,2
S-ba672b,A-1b9609,2024-05-01,2024-08-01,196,2352,Pro,Active,3
S-ba672b,A-1b9609,2024-05-01,2024-09-01,196,2352,Pro,Active,4
S-ba672b,A-1b9609,2024-05-01,2024-10-01,196,2352,Pro,Active,5
S-ba672b,A-1b9609,2024-05-01,2024-11-01,196,2352,Pro,Active,6
S-ba672b,A-1b9609,2024-05-01,2024-12-01,196,2352,Pro,Active,7
S-1f149a,A-5a3eb9,2024-08-01,2024-08-01,1029,12348,Pro,Active,0
S-1f149a,A-5a3eb9,2024-08-01,2024-09-01,1029,12348,Pro,Active,1
S-1f149a,A-5a3eb9,2024-08-01,2024-10-01,1029,12348,Pro,Active,2
S-1f149a,A-5a3eb9,2024-08-01,2024-11-01,1029,12348,Pro,Active,3
S-1f149a,A-5a3eb9,2024-08-01,2024-12-01,1029,12348,Pro,Active,4
S-e14e00,A-a7bd4b,2023-10-01,2023-10-01,294,3528,Pro,Active,0
S-e14e00,A-a7bd4b,2023-10-01,2023-11-01,294,3528,Pro,Active,1
S-e14e00,A-a7bd4b,2023-10-01,2023-12-01,294,3528,Pro,Active,2
S-e14e00,A-a7bd4b,2023-10-01,2024-01-01,294,3528,Pro,Active,3
S-e14e00,A-a7bd4b,2023-10-01,2024-02-01,294,3528,Pro,Active,4
S-e14e00,A-a7bd4b,2023-10-01,2024-03-01,294,3528,Pro,Active,5
S-e14e00,A-a7bd4b,2023-10-01,2024-04-01,294,3528,Pro,Active,6
S-e14e00,A-a7bd4b,2023-10-01,2024-05-01,294,3528,Pro,Active,7
S-e14e00,A-a7bd4b,2023-10-01,2024-06-01,294,3528,Pro,Active,8
S-e14e00,A-a7bd4b,2023-10-01,2024-07-01,294,3528,Pro,Active,9
S-e14e00,A-a7bd4b,2023-10-01,2024-08-01,294,3528,Pro,Active,10
S-e14e00,A-a7bd4b,2023-10-01,2024-09-01,294,3528,Pro,Active,11
S-e14e00,A-a7bd4b,2023-10-01,2024-10-01,294,3528,Pro,Active,12
S-e14e00,A-a7bd4b,2023-10-01,2024-11-01,294,3528,Pro,Active,13
S-e14e00,A-a7bd4b,2023-10-01,2024-12-01,294,3528,Pro,Active,14
S-7b3464,A-c16101,2024-09-01,2024-09-01,1393,16716,Enterprise,Active,0
S-7b3464,A-c16101,2024-09-01,2024-10-01,1393,16716,Enterprise,Active,1
S-7b3464,A-c16101,2024-09-01,2024-11-01,1393,16716,Enterprise,Active,2
S-7b3464,A-c16101,2024-09-01,2024-12-01,1393,16716,Enterprise,Active,3
S-ea3c2c,A-d792a6,2023-05-01,2023-05-01,1791,21492,Enterprise,Active,0
S-ea3c2c,A-d792a6,2023-05-01,2023-06-01,1791,21492,Enterprise,Active,1
S-ea3c2c,A-d792a6,2023-05-01,2023-07-01,1791,21492,Enterprise,Active,2
S-ea3c2c,A-d792a6,2023-05-01,2023-08-01,1791,21492,Enterprise,Active,3
S-ea3c2c,A-d792a6,2023-05-01,2023-09-01,1791,21492,Enterprise,Active,4
S-ea3c2c,A-d792a6,2023-05-01,2023-10-01,1791,21492,Enterprise,Active,5
S-ea3c2c,A-d792a6,2023-05-01,2023-11-01,1791,21492,Enterprise,Active,6
S-ea3c2c,A-d792a6,2023-05-01,2023-12-01,1791,21492,Enterprise,Active,7
S-ea3c2c,A-d792a6,2023-05-01,2024-01-01,1791,21492,Enterprise,Active,8
S-ea3c2c,A-d792a6,2023-05-01,2024-02-01,1791,21492,Enterprise,Active,9
S-ea3c2c,A-d792a6,2023-05-01,2024-03-01,1791,21492,Enterprise,Active,10
S-ea3c2c,A-d792a6,2023-05-01,2024-04-01,1791,21492,Enterprise,Active,11
S-ea3c2c,A-d792a6,2023-05-01,2024-05-01,1791,21492,Enterprise,Active,12
S-ea3c2c,A-d792a6,2023-05-01,2024-06-01,1791,21492,Enterprise,Active,13
S-ea3c2c,A-d792a6,2023-05-01,2024-07-01,1791,21492,Enterprise,Active,14
S-ea3c2c,A-d792a6,2023-05-01,2024-08-01,1791,21492,Enterprise,Active,15
S-ea3c2c,A-d792a6,2023-05-01,2024-09-01,1791,21492,Enterprise,Active,16
S-ea3c2c,A-d792a6,2023-05-01,2024-10-01,1791,21492,Enterprise,Active,17
S-ea3c2c,A-d792a6,2023-05-01,2024-11-01,1791,21492,Enterprise,Active,18
S-ea3c2c,A-d792a6,2023-05-01,2024-12-01,1791,21492,Enterprise,Active,19
S-d90f5e,A-bd4513,2024-12-01,2024-12-01,950,11400,Basic,Ended,0
S-9cca23,A-3a5ad8,2024-12-01,2024-12-01,1791,21492,Enterprise,Active,0
S-b7d291,A-f6b2fb,2024-10-01,2024-10-01,1127,13524,Pro,Ended,0
S-b7d291,A-f6b2fb,2024-10-01,2024-11-01,1127,13524,Pro,Ended,1
S-b7d291,A-f6b2fb,2024-10-01,2024-12-01,1127,13524,Pro,Ended,2
S-ae1278,A-2ebb4b,2024-07-01,2024-07-01,2009,24108,Pro,Ended,0
S-ae1278,A-2ebb4b,2024-07-01,2024-08-01,2009,24108,Pro,Ended,1
S-a5d949,A-e19ff6,2024-08-01,2024-08-01,0,0,Enterprise,Active,0
S-a5d949,A-e19ff6,2024-08-01,2024-09-01,0,0,Enterprise,Active,1
S-a5d949,A-e19ff6,2024-08-01,2024-10-01,0,0,Enterprise,Active,2
S-a5d949,A-e19ff6,2024-08-01,2024-11-01,0,0,Enterprise,Active,3
S-a5d949,A-e19ff6,2024-08-01,2024-12-01,0,0,Enterprise,Active,4
S-cfa635,A-503d5a,2024-03-01,2024-03-01,950,11400,Basic,Active,0
S-cfa635,A-503d5a,2024-03-01,2024-04-01,950,11400,Basic,Active,1
S-cfa635,A-503d5a,2024-03-01,2024-05-01,950,11400,Basic,Active,2
S-cfa635,A-503d5a,2024-03-01,2024-06-01,950,11400,Basic,Active,3
S-cfa635,A-503d5a,2024-03-01,2024-07-01,950,11400,Basic,Active,4
S-cfa635,A-503d5a,2024-03-01,2024-08-01,950,11400,Basic,Active,5
S-cfa635,A-503d5a,2024-03-01,2024-09-01,950,11400,Basic,Active,6
S-cfa635,A-503d5a,2024-03-01,2024-10-01,950,11400,Basic,Active,7
S-cfa635,A-503d5a,2024-03-01,2024-11-01,950,11400,Basic,Active,8
S-cfa635,A-503d5a,2024-03-01,2024-12-01,950,11400,Basic,Active,9
S-001561,A-1b7577,2024-12-01,2024-12-01,1194,14328,Enterprise,Active,0
S-c5e371,A-956988,2024-12-01,2024-12-01,2009,24108,Pro,Active,0
S-539566,A-4e960a,2024-03-01,2024-03-01,228,2736,Basic,Active,0
S-539566,A-4e960a,2024-03-01,2024-04-01,228,2736,Basic,Active,1
S-539566,A-4e960a,2024-03-01,2024-05-01,228,2736,Basic,Active,2
S-539566,A-4e960a,2024-03-01,2024-06-01,228,2736,Basic,Active,3
S-539566,A-4e960a,2024-03-01,2024-07-01,228,2736,Basic,Active,4
S-539566,A-4e960a,2024-03-01,2024-08-01,228,2736,Basic,Active,5
S-539566,A-4e960a,2024-03-01,2024-09-01,228,2736,Basic,Active,6
S-539566,A-4e960a,2024-03-01,2024-10-01,228,2736,Basic,Active,7
S-539566,A-4e960a,2024-03-01,2024-11-01,228,2736,Basic,Active,8
S-539566,A-4e960a,2024-03-01,2024-12-01,228,2736,Basic,Active,9
S-36b46e,A-202b67,2024-03-01,2024-03-01,539,6468,Pro,Active,0
S-36b46e,A-202b67,2024-03-01,2024-04-01,539,6468,Pro,Active,1
S-36b46e,A-202b67,2024-03-01,2024-05-01,539,6468,Pro,Active,2
S-36b46e,A-202b67,2024-03-01,2024-06-01,539,6468,Pro,Active,3
S-36b46e,A-202b67,2024-03-01,2024-07-01,539,6468,Pro,Active,4
S-36b46e,A-202b67,2024-03-01,2024-08-01,539,6468,Pro,Active,5
S-36b46e,A-202b67,2024-03-01,2024-09-01,539,6468,Pro,Active,6
S-36b46e,A-202b67,2024-03-01,2024-10-01,539,6468,Pro,Active,7
S-36b46e,A-202b67,2024-03-01,2024-11-01,539,6468,Pro,Active,8
S-36b46e,A-202b67,2024-03-01,2024-12-01,539,6468,Pro,Active,9
S-b94bce,A-f51f16,2024-04-01,2024-04-01,0,0,Enterprise,Active,0
S-b94bce,A-f51f16,2024-04-01,2024-05-01,0,0,Enterprise,Active,1
S-b94bce,A-f51f16,2024-04-01,2024-06-01,0,0,Enterprise,Active,2
S-b94bce,A-f51f16,2024-04-01,2024-07-01,0,0,Enterprise,Active,3
S-b94bce,A-f51f16,2024-04-01,2024-08-01,0,0,Enterprise,Active,4
S-b94bce,A-f51f16,2024-04-01,2024-09-01,0,0,Enterprise,Active,5
S-b94bce,A-f51f16,2024-04-01,2024-10-01,0,0,Enterprise,Active,6
S-b94bce,A-f51f16,2024-04-01,2024-11-01,0,0,Enterprise,Active,7
S-b94bce,A-f51f16,2024-04-01,2024-12-01,0,0,Enterprise,Active,8
S-f8357e,A-f17767,2023-11-01,2023-11-01,38,456,Basic,Active,0
S-f8357e,A-f17767,2023-11-01,2023-12-01,38,456,Basic,Active,1
S-f8357e,A-f17767,2023-11-01,2024-01-01,38,456,Basic,Active,2
S-f8357e,A-f17767,2023-11-01,2024-02-01,38,456,Basic,Active,3
S-f8357e,A-f17767,2023-11-01,2024-03-01,38,456,Basic,Active,4
S-f8357e,A-f17767,2023-11-01,2024-04-01,38,456,Basic,Active,5
S-f8357e,A-f17767,2023-11-01,2024-05-01,38,456,Basic,Active,6
S-f8357e,A-f17767,2023-11-01,2024-06-01,38,456,Basic,Active,7
S-f8357e,A-f17767,2023-11-01,2024-07-01,38,456,Basic,Active,8
S-f8357e,A-f17767,2023-11-01,2024-08-01,38,456,Basic,Active,9
S-f8357e,A-f17767,2023-11-01,2024-09-01,38,456,Basic,Active,10
S-f8357e,A-f17767,2023-11-01,2024-10-01,38,456,Basic,Active,11
S-f8357e,A-f17767,2023-11-01,2024-11-01,38,456,Basic,Active,12
S-f8357e,A-f17767,2023-11-01,2024-12-01,38,456,Basic,Active,13
S-1bdc35,A-bcf87c,2024-10-01,2024-10-01,190,2280,Basic,Active,0
S-1bdc35,A-bcf87c,2024-10-01,2024-11-01,190,2280,Basic,Active,1
S-1bdc35,A-bcf87c,2024-10-01,2024-12-01,190,2280,Basic,Active,2
S-56c529,A-856b1e,2023-12-01,2023-12-01,1470,17640,Pro,Active,0
S-56c529,A-856b1e,2023-12-01,2024-01-01,1470,17640,Pro,Active,1
S-56c529,A-856b1e,2023-12-01,2024-02-01,1470,17640,Pro,Active,2
S-56c529,A-856b1e,2023-12-01,2024-03-01,1470,17640,Pro,Active,3
S-56c529,A-856b1e,2023-12-01,2024-04-01,1470,17640,Pro,Active,4
S-56c529,A-856b1e,2023-12-01,2024-05-01,1470,17640,Pro,Active,5
S-56c529,A-856b1e,2023-12-01,2024-06-01,1470,17640,Pro,Active,6
S-56c529,A-856b1e,2023-12-01,2024-07-01,1470,17640,Pro,Active,7
S-56c529,A-856b1e,2023-12-01,2024-08-01,1470,17640,Pro,Active,8
S-56c529,A-856b1e,2023-12-01,2024-09-01,1470,17640,Pro,Active,9
S-56c529,A-856b1e,2023-12-01,2024-10-01,1470,17640,Pro,Active,10
S-56c529,A-856b1e,2023-12-01,2024-11-01,1470,17640,Pro,Active,11
S-56c529,A-856b1e,2023-12-01,2024-12-01,1470,17640,Pro,Active,12
S-cdfe99,A-296d7c,2024-11-01,2024-11-01,294,3528,Pro,Active,0
S-cdfe99,A-296d7c,2024-11-01,2024-12-01,294,3528,Pro,Active,1
S-e11518,A-3ce5b8,2023-12-01,2023-12-01,9261,111132,Pro,Active,0
S-e11518,A-3ce5b8,2023-12-01,2024-01-01,9261,111132,Pro,Active,1
S-e11518,A-3ce5b8,2023-12-01,2024-02-01,9261,111132,Pro,Active,2
S-e11518,A-3ce5b8,2023-12-01,2024-03-01,9261,111132,Pro,Active,3
S-e11518,A-3ce5b8,2023-12-01,2024-04-01,9261,111132,Pro,Active,4
S-e11518,A-3ce5b8,2023-12-01,2024-05-01,9261,111132,Pro,Active,5
S-e11518,A-3ce5b8,2023-12-01,2024-06-01,9261,111132,Pro,Active,6
S-e11518,A-3ce5b8,2023-12-01,2024-07-01,9261,111132,Pro,Active,7
S-e11518,A-3ce5b8,2023-12-01,2024-08-01,9261,111132,Pro,Active,8
S-e11518,A-3ce5b8,2023-12-01,2024-09-01,9261,111132,Pro,Active,9
S-e11518,A-3ce5b8,2023-12-01,2024-10-01,9261,111132,Pro,Active,10
S-e11518,A-3ce5b8,2023-12-01,2024-11-01,9261,111132,Pro,Active,11
S-e11518,A-3ce5b8,2023-12-01,2024-12-01,9261,111132,Pro,Active,12
S-82a7dd,A-309e54,2024-12-01,2024-12-01,285,3420,Basic,Active,0
S-f110db,A-86902e,2024-06-01,2024-06-01,6766,81192,Enterprise,Active,0
S-f110db,A-86902e,2024-06-01,2024-07-01,6766,81192,Enterprise,Active,1
S-f110db,A-86902e,2024-06-01,2024-08-01,6766,81192,Enterprise,Active,2
S-f110db,A-86902e,2024-06-01,2024-09-01,6766,81192,Enterprise,Active,3
S-f110db,A-86902e,2024-06-01,2024-10-01,6766,81192,Enterprise,Active,4
S-f110db,A-86902e,2024-06-01,2024-11-01,6766,81192,Enterprise,Active,5
S-f110db,A-86902e,2024-06-01,2024-12-01,6766,81192,Enterprise,Active,6
S-651c01,A-bd4708,2024-08-01,2024-08-01,0,0,Basic,Active,0
S-651c01,A-bd4708,2024-08-01,2024-09-01,0,0,Basic,Active,1
S-651c01,A-bd4708,2024-08-01,2024-10-01,0,0,Basic,Active,2
S-651c01,A-bd4708,2024-08-01,2024-11-01,0,0,Basic,Active,3
S-651c01,A-bd4708,2024-08-01,2024-12-01,0,0,Basic,Active,4
S-531970,A-ff3c73,2024-09-01,2024-09-01,855,10260,Basic,Active,0
S-531970,A-ff3c73,2024-09-01,2024-10-01,855,10260,Basic,Active,1
S-531970,A-ff3c73,2024-09-01,2024-11-01,855,10260,Basic,Active,2
S-531970,A-ff3c73,2024-09-01,2024-12-01,855,10260,Basic,Active,3
S-93ce26,A-726cfa,2023-12-01,2023-12-01,0,0,Enterprise,Ended,0
S-93ce26,A-726cfa,2023-12-01,2024-01-01,0,0,Enterprise,Ended,1
S-93ce26,A-726cfa,2023-12-01,2024-02-01,0,0,Enterprise,Ended,2
S-93ce26,A-726cfa,2023-12-01,2024-03-01,0,0,Enterprise,Ended,3
S-93ce26,A-726cfa,2023-12-01,2024-04-01,0,0,Enterprise,Ended,4
S-93ce26,A-726cfa,2023-12-01,2024-05-01,0,0,Enterprise,Ended,5
S-93ce26,A-726cfa,2023-12-01,2024-06-01,0,0,Enterprise,Ended,6
S-93ce26,A-726cfa,2023-12-01,2024-07-01,0,0,Enterprise,Ended,7
S-b520e9,A-427b69,2024-09-01,2024-09-01,5174,62088,Enterprise,Active,0
S-b520e9,A-427b69,2024-09-01,2024-10-01,5174,62088,Enterprise,Active,1
S-b520e9,A-427b69,2024-09-01,2024-11-01,5174,62088,Enterprise,Active,2
S-b520e9,A-427b69,2024-09-01,2024-12-01,5174,62088,Enterprise,Active,3
S-ade2d5,A-bcbe98,2024-09-01,2024-09-01,0,0,Enterprise,Active,0
S-ade2d5,A-bcbe98,2024-09-01,2024-10-01,0,0,Enterprise,Active,1
S-ade2d5,A-bcbe98,2024-09-01,2024-11-01,0,0,Enterprise,Active,2
S-ade2d5,A-bcbe98,2024-09-01,2024-12-01,0,0,Enterprise,Active,3
S-767957,A-751c58,2024-08-01,2024-08-01,0,0,Enterprise,Active,0
S-767957,A-751c58,2024-08-01,2024-09-01,0,0,Enterprise,Active,1
S-767957,A-751c58,2024-08-01,2024-10-01,0,0,Enterprise,Active,2
S-767957,A-751c58,2024-08-01,2024-11-01,0,0,Enterprise,Active,3
S-767957,A-751c58,2024-08-01,2024-12-01,0,0,Enterprise,Active,4
S-2c80ba,A-4ae22a,2024-11-01,2024-11-01,114,1368,Basic,Active,0
S-2c80ba,A-4ae22a,2024-11-01,2024-12-01,114,1368,Basic,Active,1
S-cd0f21,A-b78bf8,2024-12-01,2024-12-01,9751,117012,Enterprise,Active,0
S-18f498,A-684255,2024-10-01,2024-10-01,532,6384,Basic,Active,0
S-18f498,A-684255,2024-10-01,2024-11-01,532,6384,Basic,Active,1
S-18f498,A-684255,2024-10-01,2024-12-01,532,6384,Basic,Active,2
S-d61475,A-89ee83,2024-12-01,2024-12-01,57,684,Basic,Active,0
S-66ffe0,A-625d0b,2024-11-01,2024-11-01,1862,22344,Pro,Active,0
S-66ffe0,A-625d0b,2024-11-01,2024-12-01,1862,22344,Pro,Active,1
S-fd790e,A-7920cc,2023-11-01,2023-11-01,0,0,Basic,Active,0
S-fd790e,A-7920cc,2023-11-01,2023-12-01,0,0,Basic,Active,1
S-fd790e,A-7920cc,2023-11-01,2024-01-01,0,0,Basic,Active,2
S-fd790e,A-7920cc,2023-11-01,2024-02-01,0,0,Basic,Active,3
S-fd790e,A-7920cc,2023-11-01,2024-03-01,0,0,Basic,Active,4
S-fd790e,A-7920cc,2023-11-01,2024-04-01,0,0,Basic,Active,5
S-fd790e,A-7920cc,2023-11-01,2024-05-01,0,0,Basic,Active,6
S-fd790e,A-7920cc,2023-11-01,2024-06-01,0,0,Basic,Active,7
S-fd790e,A-7920cc,2023-11-01,2024-07-01,0,0,Basic,Active,8
S-fd790e,A-7920cc,2023-11-01,2024-08-01,0,0,Basic,Active,9
S-fd790e,A-7920cc,2023-11-01,2024-09-01,0,0,Basic,Active,10
S-fd790e,A-7920cc,2023-11-01,2024-10-01,0,0,Basic,Active,11
S-fd790e,A-7920cc,2023-11-01,2024-11-01,0,0,Basic,Active,12
S-fd790e,A-7920cc,2023-11-01,2024-12-01,0,0,Basic,Active,13
S-d1a6c6,A-443b7c,2024-12-01,2024-12-01,323,3876,Basic,Ended,0
S-6c1ca5,A-977ca0,2024-01-01,2024-01-01,114,1368,Basic,Ended,0
S-6c1ca5,A-977ca0,2024-01-01,2024-02-01,114,1368,Basic,Ended,1
S-6c1ca5,A-977ca0,2024-01-01,2024-03-01,114,1368,Basic,Ended,2
S-6c1ca5,A-977ca0,2024-01-01,2024-04-01,114,1368,Basic,Ended,3
S-6c1ca5,A-977ca0,2024-01-01,2024-05-01,114,1368,Basic,Ended,4
S-6c1ca5,A-977ca0,2024-01-01,2024-06-01,114,1368,Basic,Ended,5
S-ea71b5,A-bad8c1,2023-12-01,2023-12-01,0,0,Enterprise,Active,0
S-ea71b5,A-bad8c1,2023-12-01,2024-01-01,0,0,Enterprise,Active,1
S-ea71b5,A-bad8c1,2023-12-01,2024-02-01,0,0,Enterprise,Active,2
S-ea71b5,A-bad8c1,2023-12-01,2024-03-01,0,0,Enterprise,Active,3
S-ea71b5,A-bad8c1,2023-12-01,2024-04-01,0,0,Enterprise,Active,4
S-ea71b5,A-bad8c1,2023-12-01,2024-05-01,0,0,Enterprise,Active,5
S-ea71b5,A-bad8c1,2023-12-01,2024-06-01,0,0,Enterprise,Active,6
S-ea71b5,A-bad8c1,2023-12-01,2024-07-01,0,0,Enterprise,Active,7
S-ea71b5,A-bad8c1,2023-12-01,2024-08-01,0,0,Enterprise,Active,8
S-ea71b5,A-bad8c1,2023-12-01,2024-09-01,0,0,Enterprise,Active,9
S-ea71b5,A-bad8c1,2023-12-01,2024-10-01,0,0,Enterprise,Active,10
S-ea71b5,A-bad8c1,2023-12-01,2024-11-01,0,0,Enterprise,Active,11
S-ea71b5,A-bad8c1,2023-12-01,2024-12-01,0,0,Enterprise,Active,12
